student_id,name,gender,age,class,teacher_id,subject,test1_score,test2_score,final_exam_score
812,Anna Kennedy,Male,14,9th,112,Math,44.7,55.7,65.2
813,Shirley Hunter,Male,16,10th,117,English,50.2,61.3,53.4
814,Paul Mendoza,Female,15,9th,112,Math,79.2,73.4,67
815,Jason Barber,Male,14,9th,102,Science,57.5,61.9,58.8
816,Rachel Casey,Male,17,12th,119,History,54.8,53.1,60.4
817,Paul Thomas,Male,15,10th,101,History,49.7,52.5,51.1
818,Bryan Hunter,Male,15,10th,112,Math,76.9,77.5,85.2
819,Edward Ray,Female,14,9th,103,Science,56,61.5,61
820,Jason Medina,Male,16,11th,108,Science,70,75.3,78.7
821,Kathleen Freeman,Male,17,11th,101,Science,68.1,56,63
822,Ann Curtis,Male,14,9th,110,English,65.2,64.5,66.5
823,Brandon Patterson,Female,15,9th,103,Science,54.4,62.6,52.9
824,Zoe Santiago,Female,16,11th,110,Math,69.4,68.6,71.9
825,Alexis Vasquez,Male,16,11th,109,Computer,67.1,82.5,78.6
826,Cameron Lopez,Female,16,10th,120,English,61.3,72.9,58.1
827,Benjamin Wells,Male,17,12th,105,Math,77,64,74.7
828,Mark Henry,Female,17,12th,110,Science,73.3,91.5,85.5
829,Sharon Bailey,Male,17,11th,113,Computer,63.4,77.7,64.2
830,Gregory Patel,Female,17,12th,113,English,66.2,60.2,65.4
831,Nicholas Nichols,Male,14,9th,108,History,75.7,76.9,82.7
832,Aaron Beck,Female,14,9th,108,English,93.1,94.7,99.5
833,Stephanie Robinson,Male,17,12th,113,English,85.2,87,95.5
834,Alexander Robinson,Male,15,10th,119,History,82,88.3,100
835,Robert Davis,Female,17,11th,116,History,63.7,62.9,74.1
836,Andrew Thomas,Male,17,12th,102,Math,72.2,70.8,68
837,Brandon Nguyen,Male,17,11th,111,Computer,61.2,64.2,68.9
838,Richard Curtis,Male,18,12th,106,Computer,79.9,95.1,94.9
839,Jessica Moreno,Female,17,11th,105,Computer,77.7,71.9,85.9
840,Janice Cunningham,Male,18,12th,111,History,67.1,61.2,67.7
841,Katherine Parker,Female,15,10th,105,History,79.4,68.8,78.9
842,Emily Valdez,Male,17,12th,116,Math,54.5,59.7,59.2
843,Stella Ray,Female,14,9th,116,English,60,67.1,72.4
844,Jean Daniel,Female,17,12th,117,Computer,93.2,88,100
845,Sandra Turner,Female,15,9th,107,Science,32.6,45.7,58.1
846,Patricia Simmons,Female,16,11th,113,Science,70,61.8,71.4
847,Ariana Tran,Male,17,12th,118,Math,74.4,62.3,64.2
848,Samantha Jones,Male,17,11th,110,Math,61.2,66,93.4
849,Hannah Willis,Male,16,10th,111,Science,79.7,74.9,67.4
850,Carl Sanders,Male,17,12th,104,Computer,57.3,57.9,71.1
851,Judith Patterson,Male,14,9th,107,Math,54.9,46.6,52.6
852,Maria Jackson,Female,16,11th,120,English,91.4,100,87.3
853,Edward Wallace,Female,14,9th,113,Math,74.6,75.5,80.7
854,Joseph Vargas,Male,16,11th,108,Math,58.3,77.1,88.6
855,Anna Fleming,Female,15,9th,115,History,56,47.9,79.7
856,Carl Lewis,Female,14,9th,107,History,55.7,45.9,49.4
857,Steven Patterson,Female,17,12th,119,Computer,69.7,84.1,100
858,Charles McDonald,Male,17,12th,117,Math,67.1,68.5,63.3
859,Zachary Green,Female,15,9th,119,History,70.3,80.2,73
860,Sean Ramirez,Female,17,12th,116,Computer,48.5,43.4,47.7
861,Nancy Sanchez,Female,16,10th,112,History,45.8,61.6,62.9
862,Mason Myers,Female,16,11th,108,English,52.8,69.5,50.9
863,Lucy Brooks,Female,16,11th,103,Math,66,59.1,57.3
864,Jessica Murphy,Female,17,12th,115,Math,73.2,79.3,58.8
865,Amanda Turner,Male,16,11th,118,English,39.9,42,58.9
866,Kevin Alexander,Female,17,12th,101,Math,41.7,49.8,47
867,Bruce Gray,Female,16,10th,111,Computer,74.7,77.2,85.7
868,Alexander Medina,Male,16,11th,105,Science,71,71.3,70.8
869,Matthew Morales,Female,14,9th,106,History,70.7,73.2,74.1
870,Stephen Payne,Female,16,11th,120,English,79.2,76.2,70.7
871,Kimberly Willis,Male,17,12th,115,Computer,99.8,100,99.9
872,Amber Brown,Female,15,10th,107,English,68.4,62.2,67.8
873,Kyle Stevens,Male,16,11th,105,English,91.9,82.3,87.8
874,Cole Olson,Male,16,11th,117,Science,57,57.9,57.2
875,Lily Tyler,Male,15,9th,114,History,45.9,52.2,44.1
876,Parker Carter,Male,18,12th,102,Science,43.6,42.5,57.3
877,Nicholas Peterson,Female,17,12th,107,Computer,76.2,83.7,75.9
878,Jesse Keller,Male,15,10th,111,English,76.1,83.8,100
879,Christian James,Male,14,9th,107,Computer,71.8,88.4,79.4
880,Keith Wright,Female,15,10th,112,History,33.2,53.4,56.9
881,Gregory Pierce,Female,17,11th,119,History,48.7,52.6,59.6
882,Zoe Romero,Female,14,9th,119,Math,68.3,68.5,71.8
883,Ethan Baker,Male,18,12th,106,Computer,55.7,67.9,64.1
884,Debra Brown,Male,16,10th,117,Computer,58.4,70.7,83.9
885,Logan Garcia,Female,15,9th,108,Computer,64.8,58.7,66.2
886,Parker Ballard,Female,15,9th,114,Math,88.3,100,98.1
887,Sarah Nguyen,Female,16,11th,101,Math,62.7,61.9,77
888,Nora Fowler,Male,16,11th,107,Science,66.9,65.8,80.4
889,Mark Murphy,Male,17,11th,120,Math,71.5,75.9,82.2
890,Cynthia Mitchell,Female,16,10th,117,English,70.7,83.8,83
891,Ian Turner,Female,16,10th,111,Art,30.6,30.5,32.3
892,Jacob Robinson,Female,17,12th,108,History,49.5,66.6,58.4
893,Pamela Sanders,Male,15,10th,114,Art,52.4,50.8,43.8
894,Cooper Adams,Male,18,12th,103,Science,49.1,36,36.8
895,Lisa Walker,Male,17,12th,120,Science,68.1,79.4,73.5
896,Brian Willis,Male,15,9th,102,Math,77.6,69.9,57.5
897,Jonathan Richardson,Male,16,10th,120,English,59,57.6,64.3
898,Deborah Griffin,Female,17,11th,117,Math,50.8,32.4,36.7
899,Janice Rogers,Male,14,9th,118,Science,82.6,64,74.9
900,Nancy Hughes,Male,15,10th,102,History,54.3,47.6,39
901,Brian Marshall,Female,14,9th,119,History,48.8,52.9,50.8
902,James Olson,Male,16,11th,106,English,59.7,62.7,75.3
903,Peter Castillo,Male,15,10th,105,Math,74.7,70,75.8
904,Lily Campbell,Male,15,10th,107,Computer,62.4,71.7,69.8
905,Hannah Klein,Female,18,12th,108,History,76.9,74.7,73.4
906,Samuel Rios,Male,16,11th,105,Science,60.2,62.2,55.2
907,Elizabeth Cooper,Female,16,10th,102,History,70.7,73.1,54.1
908,Shirley Simon,Female,18,12th,120,Computer,50.3,54.2,68.8
909,Samuel Perez,Female,18,12th,114,Computer,45,50.2,61.3
910,Benjamin Herrera,Female,14,9th,114,History,51.4,44.6,49.8
911,Andrea Bennett,Male,17,12th,110,History,68.8,87.8,76.3
912,Christopher Cook,Female,17,11th,114,English,73.8,75.8,88
913,Eric Alexander,Female,17,12th,110,Math,52.4,69.5,58.6
914,Pamela Mendoza,Male,15,10th,111,Math,50.7,50.1,55
915,Ian White,Female,14,9th,103,Science,42.1,45.5,58.1
916,Wyatt Gonzalez,Female,15,9th,114,English,70.4,79.6,80.3
917,Cooper Alvarez,Female,16,10th,112,English,85.9,63.3,77.8
918,Jeffrey James,Female,15,9th,113,History,63.3,68.7,64.6
919,Joan Young,Female,16,10th,114,Science,56.6,56.7,57.9
920,Steven Guzman,Male,17,11th,113,Science,82.6,80.4,84.3
921,Sara Hill,Male,16,11th,112,History,84.7,92.5,98.6
922,Nicholas Wilson,Male,17,11th,105,Math,76.3,78,60.1
923,Jaden Moreno,Female,16,11th,105,English,44.1,46.6,45.6
924,Kevin Sullivan,Male,18,12th,115,English,70.8,53,61.7
925,Pamela Hunter,Male,14,9th,105,Science,83.3,77.7,85.1
926,Kenneth Griffin,Male,17,12th,106,English,62.4,49.7,61.3
927,Thomas Douglas,Male,17,12th,114,Science,53.5,71.2,62.1
928,Melissa Murphy,Male,14,9th,116,Science,62,60.3,64.1
929,Debra Chen,Female,15,10th,107,Math,63.7,66.4,66.1
930,Logan Baker,Male,17,11th,109,Science,28.7,35.1,25
931,Samuel Diaz,Male,16,11th,108,Math,75.9,78.5,70.7
932,Judith Walker,Male,18,12th,104,Science,72.5,66.4,81.2
933,Emily Jimenez,Male,17,11th,119,English,53.7,53.5,60.5
934,Hannah Hayes,Male,16,11th,108,Science,56.6,68.1,70.7
935,Alexander Henry,Male,18,12th,112,English,86.9,92,100
936,Zachary Hunter,Male,17,12th,120,Computer,30.2,30,38.7
937,Nicole Tran,Female,17,12th,112,Computer,47.6,46.9,47.6
938,Austin Marshall,Male,15,10th,104,Science,42,56.4,58
939,Grace Pratt,Male,16,11th,108,History,73.7,81.5,79.2
940,Sean Guzman,Male,18,12th,109,History,58.8,48.1,74.7
941,Jeremy Berry,Female,15,9th,105,Science,57.7,78.8,52.5
942,Daniel Lamb,Female,16,10th,119,History,88.2,91.5,88
943,Cameron Castillo,Female,16,11th,105,Math,79.1,82.1,80.3
944,Barbara Chavez,Male,17,11th,104,Computer,47.6,48,53
945,Evelyn White,Male,17,12th,119,Computer,83.9,76.1,80.9
946,Carolyn Barker,Female,16,10th,101,History,53.9,59.6,43.9
947,Cole Jones,Male,15,9th,109,Math,44.5,40.9,46.1
948,Anna Ward,Female,16,10th,101,English,73.5,66.2,76
949,Linda Bennett,Female,17,11th,102,Computer,57.5,61,62.9
950,Anthony Garcia,Male,16,11th,115,Science,85.3,93.3,85.9
951,Shirley Evans,Male,16,11th,116,English,49.4,60.1,60.7
952,Ariana Klein,Male,15,9th,115,History,64,74.9,67.6
953,Zoe Ortiz,Female,15,10th,115,Computer,44.5,58.3,64.6
954,Jennifer Casey,Male,14,9th,114,English,59.1,51.7,66.1
955,Scott Day,Female,16,11th,104,Computer,85.4,88.2,80.7
956,Mason Hall,Male,17,11th,117,Computer,68.1,67.2,70.8
957,Barbara Coleman,Male,16,11th,115,History,77.9,76.3,82
958,Deborah Lamb,Male,17,11th,102,Math,73.2,80.7,70.6
959,Gerald Anderson,Male,15,10th,108,English,39.2,35.2,65.1
960,Abigail Daniel,Female,15,9th,118,Math,53.6,62.4,56.6
961,Avery Vargas,Male,15,10th,103,Science,68.1,72.6,75.2
962,Keith Johnson,Female,16,10th,116,Computer,54.8,58.1,41.1
963,Emma Reyes,Male,16,11th,117,History,65.2,58.5,78.9
964,Stephanie Stephens,Male,14,9th,103,English,58.4,53.5,52.1
965,Caleb Patterson,Male,14,9th,102,Computer,62.3,70.4,76.1
966,Jeremy Campbell,Male,16,10th,117,Art,46,54.7,54.8
967,Connor Barber,Male,14,9th,104,Computer,48.6,59.3,51.8
968,Sean Sanchez,Male,16,10th,105,Art,74.5,73.2,74.7
969,Betty Santiago,Male,18,12th,107,Science,49.5,58.5,57
970,Hannah Page,Male,17,12th,104,English,61.6,49.2,43
971,Heather King,Male,14,9th,114,History,61.4,58.7,77.1
972,Peter Brooks,Female,16,10th,102,Science,72.3,81.1,86.8
973,Jack Pearson,Male,17,11th,110,Computer,64,61,75.1
974,Carolyn Gonzales,Male,14,9th,112,Math,56.4,61.2,74.1
975,Sandra Snyder,Female,18,12th,101,English,85.9,89,72.6
976,Dorothy Love,Male,16,11th,115,English,85.2,81,100
977,Janet Delgado,Female,14,9th,103,Math,64.1,72.5,63.6
978,Lauren Ortiz,Male,15,9th,110,Computer,80.3,74,76
979,Alice Adams,Male,14,9th,113,Computer,60,46.3,48.8
980,Samuel Lewis,Female,15,9th,120,History,39,33.1,31.1
981,Cooper Bishop,Male,16,10th,114,Math,59.2,57.7,64.5
982,Zachary Harris,Male,17,11th,106,Art,51.2,55.5,55.3
983,Jordan Wagner,Male,14,9th,110,Math,71.2,67.7,79.1
984,David Sullivan,Male,15,9th,120,History,69.8,71.7,67.4
985,Andrea Castro,Female,18,12th,118,Science,45.1,44.4,51.4
986,Betty Perez,Male,16,10th,101,Math,53.3,58.5,58.5
987,Rachel McDonald,Male,15,10th,110,Science,67,62.1,61.7
988,Anna Lamb,Male,16,11th,101,Math,78.3,74.2,79
989,Raymond Clark,Female,15,10th,114,Math,51.7,47.7,44.6
990,Kimberly Davis,Male,15,10th,120,Computer,96,98.1,77.3
991,Kelly Hill,Male,16,11th,111,Art,60.8,67.1,62.3
992,Lawrence Washington,Male,17,12th,105,Computer,64.2,70.4,82.4
993,James Ramos,Female,17,12th,107,Science,67,53.2,59.7
994,Addison Price,Male,17,12th,103,History,69.5,80.2,70.7
995,Joe Owens,Female,16,11th,117,Science,75.9,74.8,70.8
996,Cheryl Wells,Male,15,9th,109,History,78.7,76.2,72
997,Lauren Willis,Female,17,11th,117,Science,48.2,56.6,54.3
998,Jessica Perry,Male,15,10th,102,English,77.2,73.1,72.7
999,Rebecca Russell,Male,16,11th,115,Math,60.5,68.3,70.9
1000,Abigail Walters,Male,14,9th,103,Math,58.4,58.8,74.9
